diff_day,dt,fault_time,label,serial_number,smart_184_normalized,smart_187_normalized,smart_188_normalized,smart_190_normalized,smart_193_normalized,smart_194_normalized,smart_195_normalized,smart_197_normalized,smart_198_normalized,smart_1_normalized,smart_3_normalized,smart_5_normalized,smart_7_normalized,smart_9_normalized
14.0,2018-01-27,2018-02-10,1,disk_131129,100.0,100.0,100.0,68.0,100.0,32.0,10.0,100.0,100.0,84.0,87.0,100.0,77.0,95.0
13.0,2018-01-28,2018-02-10,1,disk_131129,100.0,100.0,100.0,68.0,100.0,32.0,9.0,100.0,100.0,78.0,87.0,100.0,78.0,94.0
12.0,2018-01-29,2018-02-10,1,disk_131129,100.0,100.0,100.0,68.0,100.0,32.0,9.0,100.0,100.0,82.0,87.0,100.0,78.0,94.0
11.0,2018-01-30,2018-02-10,1,disk_131129,100.0,100.0,100.0,68.0,100.0,32.0,9.0,100.0,100.0,84.0,87.0,100.0,79.0,94.0
10.0,2018-01-31,2018-02-10,1,disk_131129,100.0,100.0,100.0,68.0,100.0,32.0,9.0,100.0,100.0,81.0,87.0,100.0,79.0,94.0
40.0,2018-01-01,2018-02-10,0,disk_131266,100.0,100.0,100.0,72.0,100.0,28.0,1.0,100.0,100.0,74.0,87.0,100.0,71.0,95.0
39.0,2018-01-02,2018-02-10,0,disk_131266,100.0,100.0,100.0,73.0,100.0,27.0,1.0,100.0,100.0,74.0,87.0,100.0,71.0,95.0
38.0,2018-01-03,2018-02-10,0,disk_131266,100.0,100.0,100.0,73.0,100.0,27.0,1.0,100.0,100.0,74.0,87.0,100.0,71.0,95.0
37.0,2018-01-04,2018-02-10,0,disk_131266,100.0,100.0,100.0,73.0,100.0,27.0,1.0,100.0,100.0,74.0,87.0,100.0,71.0,95.0
36.0,2018-01-05,2018-02-10,0,disk_131266,100.0,100.0,100.0,73.0,100.0,27.0,1.0,100.0,100.0,74.0,87.0,100.0,71.0,95.0
35.0,2018-01-06,2018-02-10,0,disk_131266,100.0,100.0,100.0,73.0,100.0,27.0,1.0,100.0,100.0,74.0,87.0,100.0,71.0,95.0
34.0,2018-01-07,2018-02-10,0,disk_131266,100.0,100.0,100.0,73.0,100.0,27.0,1.0,100.0,100.0,74.0,87.0,100.0,71.0,95.0
33.0,2018-01-08,2018-02-10,0,disk_131266,100.0,100.0,100.0,73.0,100.0,27.0,1.0,100.0,100.0,74.0,87.0,100.0,71.0,95.0
32.0,2018-01-09,2018-02-10,0,disk_131266,100.0,100.0,100.0,73.0,100.0,27.0,1.0,100.0,100.0,74.0,87.0,100.0,71.0,95.0
31.0,2018-01-10,2018-02-10,0,disk_131266,100.0,100.0,100.0,73.0,100.0,27.0,1.0,100.0,100.0,74.0,87.0,100.0,71.0,95.0
30.0,2018-01-11,2018-02-10,1,disk_131266,100.0,100.0,100.0,73.0,100.0,27.0,1.0,100.0,100.0,74.0,87.0,100.0,71.0,95.0
29.0,2018-01-12,2018-02-10,1,disk_131266,100.0,100.0,100.0,73.0,100.0,27.0,1.0,100.0,100.0,74.0,87.0,100.0,71.0,95.0
28.0,2018-01-13,2018-02-10,1,disk_131266,100.0,100.0,100.0,73.0,100.0,27.0,1.0,100.0,100.0,74.0,87.0,100.0,71.0,95.0
27.0,2018-01-14,2018-02-10,1,disk_131266,100.0,100.0,100.0,73.0,100.0,27.0,1.0,100.0,100.0,74.0,87.0,100.0,71.0,95.0
26.0,2018-01-15,2018-02-10,1,disk_131266,100.0,100.0,100.0,73.0,100.0,27.0,1.0,100.0,100.0,74.0,87.0,100.0,71.0,95.0
25.0,2018-01-16,2018-02-10,1,disk_131266,100.0,100.0,100.0,73.0,100.0,27.0,1.0,100.0,100.0,74.0,87.0,100.0,71.0,95.0
24.0,2018-01-17,2018-02-10,1,disk_131266,100.0,100.0,100.0,73.0,100.0,27.0,1.0,100.0,100.0,74.0,87.0,100.0,71.0,95.0
23.0,2018-01-18,2018-02-10,1,disk_131266,100.0,100.0,100.0,73.0,100.0,27.0,1.0,100.0,100.0,74.0,87.0,100.0,71.0,95.0
22.0,2018-01-19,2018-02-10,1,disk_131266,100.0,100.0,100.0,73.0,100.0,27.0,1.0,100.0,100.0,74.0,87.0,100.0,71.0,95.0
21.0,2018-01-20,2018-02-10,1,disk_131266,100.0,100.0,100.0,73.0,100.0,27.0,1.0,100.0,100.0,74.0,87.0,100.0,71.0,95.0
20.0,2018-01-21,2018-02-10,1,disk_131266,100.0,100.0,100.0,73.0,100.0,27.0,1.0,100.0,100.0,74.0,87.0,100.0,71.0,95.0
19.0,2018-01-22,2018-02-10,1,disk_131266,100.0,100.0,100.0,73.0,100.0,27.0,1.0,100.0,100.0,74.0,87.0,100.0,71.0,95.0
18.0,2018-01-23,2018-02-10,1,disk_131266,100.0,100.0,100.0,70.0,100.0,30.0,10.0,100.0,100.0,81.0,87.0,100.0,73.0,95.0
17.0,2018-01-24,2018-02-10,1,disk_131266,100.0,100.0,100.0,70.0,100.0,30.0,10.0,100.0,100.0,76.0,87.0,100.0,74.0,95.0
16.0,2018-01-25,2018-02-10,1,disk_131266,100.0,100.0,100.0,71.0,100.0,29.0,10.0,100.0,100.0,71.0,87.0,100.0,75.0,95.0
15.0,2018-01-26,2018-02-10,1,disk_131266,100.0,100.0,100.0,71.0,100.0,29.0,9.0,100.0,100.0,83.0,87.0,100.0,76.0,95.0
14.0,2018-01-27,2018-02-10,1,disk_131266,100.0,100.0,100.0,71.0,100.0,29.0,9.0,100.0,100.0,81.0,87.0,100.0,77.0,95.0
13.0,2018-01-28,2018-02-10,1,disk_131266,100.0,100.0,100.0,71.0,100.0,29.0,9.0,100.0,100.0,76.0,87.0,100.0,77.0,94.0
12.0,2018-01-29,2018-02-10,1,disk_131266,100.0,100.0,100.0,71.0,100.0,29.0,9.0,100.0,100.0,79.0,87.0,100.0,78.0,94.0
11.0,2018-01-30,2018-02-10,1,disk_131266,100.0,100.0,100.0,71.0,100.0,29.0,8.0,100.0,100.0,83.0,87.0,100.0,78.0,94.0
10.0,2018-01-31,2018-02-10,1,disk_131266,100.0,100.0,100.0,71.0,100.0,29.0,9.0,100.0,100.0,77.0,87.0,100.0,79.0,94.0
128.0,2018-01-01,2018-05-09,0,disk_131464,100.0,100.0,100.0,69.0,100.0,31.0,9.0,100.0,100.0,83.0,87.0,100.0,90.0,97.0
127.0,2018-01-02,2018-05-09,0,disk_131464,100.0,100.0,100.0,69.0,100.0,31.0,8.0,100.0,100.0,82.0,87.0,100.0,90.0,97.0
126.0,2018-01-03,2018-05-09,0,disk_131464,100.0,100.0,100.0,69.0,100.0,31.0,9.0,100.0,100.0,81.0,87.0,100.0,90.0,97.0
125.0,2018-01-04,2018-05-09,0,disk_131464,100.0,100.0,100.0,68.0,100.0,32.0,8.0,100.0,100.0,77.0,87.0,100.0,90.0,97.0
124.0,2018-01-05,2018-05-09,0,disk_131464,100.0,100.0,100.0,69.0,100.0,31.0,9.0,100.0,100.0,72.0,87.0,100.0,90.0,97.0
123.0,2018-01-06,2018-05-09,0,disk_131464,100.0,100.0,100.0,69.0,100.0,31.0,8.0,100.0,100.0,75.0,87.0,100.0,90.0,97.0
122.0,2018-01-07,2018-05-09,0,disk_131464,100.0,100.0,100.0,69.0,100.0,31.0,9.0,100.0,100.0,82.0,87.0,100.0,90.0,97.0
121.0,2018-01-08,2018-05-09,0,disk_131464,100.0,100.0,100.0,69.0,100.0,31.0,8.0,100.0,100.0,72.0,87.0,100.0,90.0,97.0
120.0,2018-01-09,2018-05-09,0,disk_131464,100.0,100.0,100.0,69.0,100.0,31.0,8.0,100.0,100.0,70.0,87.0,100.0,90.0,97.0
119.0,2018-01-10,2018-05-09,0,disk_131464,100.0,100.0,100.0,69.0,100.0,31.0,9.0,100.0,100.0,84.0,87.0,100.0,90.0,97.0
118.0,2018-01-11,2018-05-09,0,disk_131464,100.0,100.0,100.0,69.0,100.0,31.0,8.0,100.0,100.0,83.0,87.0,100.0,90.0,97.0
117.0,2018-01-12,2018-05-09,0,disk_131464,100.0,100.0,100.0,69.0,100.0,31.0,9.0,100.0,100.0,83.0,87.0,100.0,90.0,97.0
116.0,2018-01-13,2018-05-09,0,disk_131464,100.0,100.0,100.0,69.0,100.0,31.0,8.0,100.0,100.0,76.0,87.0,100.0,90.0,97.0
115.0,2018-01-14,2018-05-09,0,disk_131464,100.0,100.0,100.0,70.0,100.0,30.0,9.0,100.0,100.0,73.0,87.0,100.0,90.0,97.0
114.0,2018-01-15,2018-05-09,0,disk_131464,100.0,100.0,100.0,69.0,100.0,31.0,9.0,100.0,100.0,82.0,87.0,100.0,90.0,97.0
113.0,2018-01-16,2018-05-09,0,disk_131464,100.0,100.0,100.0,69.0,100.0,31.0,8.0,100.0,100.0,71.0,87.0,100.0,90.0,97.0
112.0,2018-01-17,2018-05-09,0,disk_131464,100.0,100.0,100.0,69.0,100.0,31.0,8.0,100.0,100.0,83.0,87.0,100.0,90.0,97.0
111.0,2018-01-18,2018-05-09,0,disk_131464,100.0,100.0,100.0,69.0,100.0,31.0,9.0,100.0,100.0,79.0,87.0,100.0,90.0,97.0
110.0,2018-01-19,2018-05-09,0,disk_131464,100.0,100.0,100.0,69.0,100.0,31.0,100.0,100.0,100.0,100.0,87.0,100.0,90.0,97.0
109.0,2018-01-20,2018-05-09,0,disk_131464,100.0,100.0,100.0,69.0,100.0,31.0,8.0,100.0,100.0,81.0,87.0,100.0,90.0,97.0
108.0,2018-01-21,2018-05-09,0,disk_131464,100.0,100.0,100.0,69.0,100.0,31.0,8.0,100.0,100.0,83.0,87.0,100.0,90.0,97.0
107.0,2018-01-22,2018-05-09,0,disk_131464,100.0,100.0,100.0,69.0,100.0,31.0,9.0,100.0,100.0,83.0,87.0,100.0,90.0,97.0
106.0,2018-01-23,2018-05-09,0,disk_131464,100.0,100.0,100.0,69.0,100.0,31.0,8.0,100.0,100.0,82.0,87.0,100.0,90.0,97.0
105.0,2018-01-24,2018-05-09,0,disk_131464,100.0,100.0,100.0,69.0,100.0,31.0,8.0,100.0,100.0,77.0,87.0,100.0,90.0,96.0
104.0,2018-01-25,2018-05-09,0,disk_131464,100.0,100.0,100.0,69.0,100.0,31.0,8.0,100.0,100.0,78.0,87.0,100.0,90.0,96.0
103.0,2018-01-26,2018-05-09,0,disk_131464,100.0,100.0,100.0,69.0,100.0,31.0,8.0,100.0,100.0,80.0,87.0,100.0,90.0,96.0
102.0,2018-01-27,2018-05-09,0,disk_131464,100.0,100.0,100.0,69.0,100.0,31.0,9.0,100.0,100.0,83.0,87.0,100.0,90.0,96.0
101.0,2018-01-28,2018-05-09,0,disk_131464,100.0,100.0,100.0,68.0,100.0,32.0,8.0,100.0,100.0,78.0,87.0,100.0,90.0,96.0
100.0,2018-01-29,2018-05-09,0,disk_131464,100.0,100.0,100.0,69.0,100.0,31.0,9.0,100.0,100.0,81.0,87.0,100.0,90.0,96.0
99.0,2018-01-30,2018-05-09,0,disk_131464,100.0,100.0,100.0,69.0,100.0,31.0,8.0,100.0,100.0,82.0,87.0,100.0,90.0,96.0
98.0,2018-01-31,2018-05-09,0,disk_131464,100.0,100.0,100.0,69.0,100.0,31.0,9.0,100.0,100.0,83.0,87.0,100.0,90.0,96.0
85.0,2018-01-01,2018-03-27,0,disk_131630,100.0,100.0,100.0,73.0,100.0,27.0,1.0,100.0,100.0,83.0,87.0,100.0,88.0,97.0
84.0,2018-01-02,2018-03-27,0,disk_131630,100.0,100.0,100.0,73.0,100.0,27.0,2.0,100.0,100.0,82.0,87.0,100.0,89.0,97.0
83.0,2018-01-03,2018-03-27,0,disk_131630,100.0,100.0,100.0,73.0,100.0,27.0,1.0,100.0,100.0,80.0,87.0,100.0,89.0,97.0
82.0,2018-01-04,2018-03-27,0,disk_131630,100.0,100.0,100.0,73.0,100.0,27.0,2.0,100.0,100.0,77.0,87.0,100.0,89.0,97.0
81.0,2018-01-05,2018-03-27,0,disk_131630,100.0,100.0,100.0,73.0,100.0,27.0,2.0,100.0,100.0,84.0,87.0,100.0,89.0,97.0
80.0,2018-01-06,2018-03-27,0,disk_131630,100.0,100.0,100.0,73.0,100.0,27.0,1.0,100.0,100.0,82.0,87.0,100.0,89.0,97.0
79.0,2018-01-07,2018-03-27,0,disk_131630,100.0,100.0,100.0,73.0,100.0,27.0,1.0,100.0,100.0,81.0,87.0,100.0,89.0,97.0
78.0,2018-01-08,2018-03-27,0,disk_131630,100.0,100.0,100.0,73.0,100.0,27.0,2.0,100.0,100.0,78.0,87.0,100.0,89.0,97.0
77.0,2018-01-09,2018-03-27,0,disk_131630,100.0,100.0,100.0,73.0,100.0,27.0,3.0,100.0,100.0,73.0,87.0,100.0,89.0,97.0
76.0,2018-01-10,2018-03-27,0,disk_131630,100.0,100.0,100.0,73.0,100.0,27.0,1.0,100.0,100.0,83.0,87.0,100.0,89.0,97.0
75.0,2018-01-11,2018-03-27,0,disk_131630,100.0,100.0,100.0,73.0,100.0,27.0,1.0,100.0,100.0,81.0,87.0,100.0,89.0,97.0
74.0,2018-01-12,2018-03-27,0,disk_131630,100.0,100.0,100.0,73.0,100.0,27.0,2.0,100.0,100.0,80.0,87.0,100.0,89.0,96.0
73.0,2018-01-13,2018-03-27,0,disk_131630,100.0,100.0,100.0,73.0,100.0,27.0,2.0,100.0,100.0,75.0,87.0,100.0,89.0,96.0
72.0,2018-01-14,2018-03-27,0,disk_131630,100.0,100.0,100.0,73.0,100.0,27.0,1.0,100.0,100.0,84.0,87.0,100.0,89.0,96.0
71.0,2018-01-15,2018-03-27,0,disk_131630,100.0,100.0,100.0,73.0,100.0,27.0,1.0,100.0,100.0,82.0,87.0,100.0,89.0,96.0
70.0,2018-01-16,2018-03-27,0,disk_131630,100.0,100.0,100.0,73.0,100.0,27.0,1.0,100.0,100.0,81.0,87.0,100.0,89.0,96.0
69.0,2018-01-17,2018-03-27,0,disk_131630,100.0,100.0,100.0,73.0,100.0,27.0,1.0,100.0,100.0,81.0,87.0,100.0,89.0,96.0
68.0,2018-01-18,2018-03-27,0,disk_131630,100.0,100.0,100.0,73.0,100.0,27.0,1.0,100.0,100.0,80.0,87.0,100.0,89.0,96.0
67.0,2018-01-19,2018-03-27,0,disk_131630,100.0,100.0,100.0,73.0,100.0,27.0,1.0,100.0,100.0,78.0,87.0,100.0,89.0,96.0
66.0,2018-01-20,2018-03-27,0,disk_131630,100.0,100.0,100.0,73.0,100.0,27.0,2.0,100.0,100.0,75.0,87.0,100.0,89.0,96.0
65.0,2018-01-21,2018-03-27,0,disk_131630,100.0,100.0,100.0,73.0,100.0,27.0,2.0,100.0,100.0,84.0,87.0,100.0,89.0,96.0
64.0,2018-01-22,2018-03-27,0,disk_131630,100.0,100.0,100.0,73.0,100.0,27.0,2.0,100.0,100.0,84.0,87.0,100.0,89.0,96.0
63.0,2018-01-23,2018-03-27,0,disk_131630,100.0,100.0,100.0,73.0,100.0,27.0,1.0,100.0,100.0,83.0,87.0,100.0,89.0,96.0
62.0,2018-01-24,2018-03-27,0,disk_131630,100.0,100.0,100.0,73.0,100.0,27.0,1.0,100.0,100.0,83.0,87.0,100.0,89.0,96.0
61.0,2018-01-25,2018-03-27,0,disk_131630,100.0,100.0,100.0,73.0,100.0,27.0,1.0,100.0,100.0,82.0,87.0,100.0,89.0,96.0
60.0,2018-01-26,2018-03-27,0,disk_131630,100.0,100.0,100.0,73.0,100.0,27.0,1.0,100.0,100.0,81.0,87.0,100.0,89.0,96.0
59.0,2018-01-27,2018-03-27,0,disk_131630,100.0,100.0,100.0,73.0,100.0,27.0,2.0,100.0,100.0,79.0,87.0,100.0,89.0,96.0
58.0,2018-01-28,2018-03-27,0,disk_131630,100.0,100.0,100.0,73.0,100.0,27.0,2.0,100.0,100.0,66.0,87.0,100.0,89.0,96.0
57.0,2018-01-29,2018-03-27,0,disk_131630,100.0,100.0,100.0,73.0,100.0,27.0,1.0,100.0,100.0,83.0,87.0,100.0,89.0,96.0
56.0,2018-01-30,2018-03-27,0,disk_131630,100.0,100.0,100.0,74.0,100.0,26.0,2.0,100.0,100.0,82.0,87.0,100.0,89.0,96.0
55.0,2018-01-31,2018-03-27,0,disk_131630,100.0,100.0,100.0,73.0,100.0,27.0,1.0,100.0,100.0,80.0,87.0,100.0,89.0,96.0
152.0,2018-01-01,2018-06-02,0,disk_131808,100.0,100.0,100.0,73.0,100.0,27.0,5.0,100.0,100.0,78.0,87.0,100.0,89.0,96.0
151.0,2018-01-02,2018-06-02,0,disk_131808,100.0,100.0,100.0,73.0,100.0,27.0,100.0,100.0,100.0,100.0,87.0,100.0,89.0,96.0
150.0,2018-01-03,2018-06-02,0,disk_131808,100.0,100.0,100.0,72.0,100.0,28.0,7.0,100.0,100.0,76.0,87.0,100.0,90.0,96.0
149.0,2018-01-04,2018-06-02,0,disk_131808,100.0,100.0,100.0,73.0,100.0,27.0,6.0,100.0,100.0,78.0,87.0,100.0,90.0,96.0
148.0,2018-01-05,2018-06-02,0,disk_131808,100.0,100.0,100.0,74.0,100.0,26.0,6.0,100.0,100.0,76.0,87.0,100.0,90.0,96.0
147.0,2018-01-06,2018-06-02,0,disk_131808,100.0,100.0,100.0,73.0,100.0,27.0,6.0,100.0,100.0,84.0,87.0,100.0,90.0,96.0
146.0,2018-01-07,2018-06-02,0,disk_131808,100.0,100.0,100.0,74.0,100.0,26.0,6.0,100.0,100.0,79.0,87.0,100.0,90.0,96.0
145.0,2018-01-08,2018-06-02,0,disk_131808,100.0,100.0,100.0,74.0,100.0,26.0,5.0,100.0,100.0,83.0,87.0,100.0,90.0,96.0
144.0,2018-01-09,2018-06-02,0,disk_131808,100.0,100.0,100.0,73.0,100.0,27.0,5.0,100.0,100.0,83.0,87.0,100.0,90.0,96.0
143.0,2018-01-10,2018-06-02,0,disk_131808,100.0,100.0,100.0,73.0,100.0,27.0,100.0,100.0,100.0,100.0,87.0,100.0,90.0,96.0
142.0,2018-01-11,2018-06-02,0,disk_131808,100.0,100.0,100.0,73.0,100.0,27.0,6.0,100.0,100.0,76.0,87.0,100.0,90.0,96.0
141.0,2018-01-12,2018-06-02,0,disk_131808,100.0,100.0,100.0,72.0,100.0,28.0,6.0,100.0,100.0,77.0,87.0,100.0,90.0,96.0
140.0,2018-01-13,2018-06-02,0,disk_131808,100.0,100.0,100.0,72.0,100.0,28.0,6.0,100.0,100.0,81.0,87.0,100.0,90.0,96.0
139.0,2018-01-14,2018-06-02,0,disk_131808,100.0,100.0,100.0,72.0,100.0,28.0,4.0,100.0,100.0,81.0,87.0,100.0,90.0,96.0
138.0,2018-01-15,2018-06-02,0,disk_131808,100.0,100.0,100.0,72.0,100.0,28.0,5.0,100.0,100.0,84.0,87.0,100.0,90.0,96.0
137.0,2018-01-16,2018-06-02,0,disk_131808,100.0,100.0,100.0,72.0,100.0,28.0,100.0,100.0,100.0,100.0,87.0,100.0,90.0,96.0
136.0,2018-01-17,2018-06-02,0,disk_131808,100.0,100.0,100.0,72.0,100.0,28.0,5.0,100.0,100.0,83.0,87.0,100.0,90.0,96.0
135.0,2018-01-18,2018-06-02,0,disk_131808,100.0,100.0,100.0,72.0,100.0,28.0,6.0,100.0,100.0,84.0,87.0,100.0,90.0,95.0
134.0,2018-01-19,2018-06-02,0,disk_131808,100.0,100.0,100.0,72.0,100.0,28.0,5.0,100.0,100.0,75.0,87.0,100.0,90.0,95.0
133.0,2018-01-20,2018-06-02,0,disk_131808,100.0,100.0,100.0,72.0,100.0,28.0,5.0,100.0,100.0,78.0,87.0,100.0,90.0,95.0
132.0,2018-01-21,2018-06-02,0,disk_131808,100.0,100.0,100.0,72.0,100.0,28.0,6.0,100.0,100.0,77.0,87.0,100.0,90.0,95.0
131.0,2018-01-22,2018-06-02,0,disk_131808,100.0,100.0,100.0,72.0,100.0,28.0,5.0,100.0,100.0,83.0,87.0,100.0,90.0,95.0
130.0,2018-01-23,2018-06-02,0,disk_131808,100.0,100.0,100.0,72.0,100.0,28.0,5.0,100.0,100.0,72.0,87.0,100.0,90.0,95.0
129.0,2018-01-24,2018-06-02,0,disk_131808,100.0,100.0,100.0,72.0,100.0,28.0,6.0,100.0,100.0,77.0,87.0,100.0,90.0,95.0
128.0,2018-01-25,2018-06-02,0,disk_131808,100.0,100.0,100.0,73.0,100.0,27.0,6.0,100.0,100.0,83.0,87.0,100.0,90.0,95.0
127.0,2018-01-26,2018-06-02,0,disk_131808,100.0,100.0,100.0,74.0,100.0,26.0,5.0,100.0,100.0,72.0,87.0,100.0,90.0,95.0
126.0,2018-01-27,2018-06-02,0,disk_131808,100.0,100.0,100.0,72.0,100.0,28.0,6.0,100.0,100.0,76.0,87.0,100.0,90.0,95.0
125.0,2018-01-28,2018-06-02,0,disk_131808,100.0,100.0,100.0,72.0,100.0,28.0,5.0,100.0,100.0,75.0,87.0,100.0,90.0,95.0
124.0,2018-01-29,2018-06-02,0,disk_131808,100.0,100.0,100.0,72.0,100.0,28.0,5.0,100.0,100.0,75.0,87.0,100.0,90.0,95.0
123.0,2018-01-30,2018-06-02,0,disk_131808,100.0,100.0,100.0,73.0,100.0,27.0,5.0,100.0,100.0,83.0,87.0,100.0,90.0,95.0
122.0,2018-01-31,2018-06-02,0,disk_131808,100.0,100.0,100.0,73.0,100.0,27.0,5.0,100.0,100.0,83.0,87.0,100.0,90.0,95.0
129.0,2018-01-01,2018-05-10,0,disk_131828,100.0,100.0,100.0,73.0,100.0,27.0,30.0,100.0,100.0,75.0,89.0,100.0,90.0,96.0
128.0,2018-01-02,2018-05-10,0,disk_131828,100.0,100.0,100.0,73.0,100.0,27.0,29.0,100.0,100.0,82.0,89.0,100.0,90.0,96.0
127.0,2018-01-03,2018-05-10,0,disk_131828,100.0,100.0,100.0,72.0,100.0,28.0,29.0,100.0,100.0,83.0,89.0,100.0,90.0,96.0
126.0,2018-01-04,2018-05-10,0,disk_131828,100.0,100.0,100.0,73.0,100.0,27.0,29.0,100.0,100.0,75.0,89.0,100.0,90.0,96.0
125.0,2018-01-05,2018-05-10,0,disk_131828,100.0,100.0,100.0,73.0,100.0,27.0,30.0,100.0,100.0,79.0,89.0,100.0,90.0,96.0
124.0,2018-01-06,2018-05-10,0,disk_131828,100.0,100.0,100.0,73.0,100.0,27.0,29.0,100.0,100.0,80.0,89.0,100.0,90.0,96.0
123.0,2018-01-07,2018-05-10,0,disk_131828,100.0,100.0,100.0,73.0,100.0,27.0,30.0,100.0,100.0,83.0,89.0,100.0,90.0,96.0
122.0,2018-01-08,2018-05-10,0,disk_131828,100.0,100.0,100.0,73.0,100.0,27.0,30.0,100.0,100.0,83.0,89.0,100.0,90.0,96.0
121.0,2018-01-09,2018-05-10,0,disk_131828,100.0,100.0,100.0,72.0,100.0,28.0,30.0,100.0,100.0,82.0,89.0,100.0,90.0,96.0
120.0,2018-01-10,2018-05-10,0,disk_131828,100.0,100.0,100.0,71.0,100.0,29.0,30.0,100.0,100.0,80.0,89.0,100.0,90.0,96.0
119.0,2018-01-11,2018-05-10,0,disk_131828,100.0,100.0,100.0,71.0,100.0,29.0,100.0,100.0,100.0,100.0,89.0,100.0,90.0,96.0
118.0,2018-01-12,2018-05-10,0,disk_131828,100.0,100.0,100.0,71.0,100.0,29.0,29.0,100.0,100.0,83.0,89.0,100.0,90.0,96.0
117.0,2018-01-13,2018-05-10,0,disk_131828,100.0,100.0,100.0,71.0,100.0,29.0,30.0,100.0,100.0,74.0,89.0,100.0,90.0,96.0
116.0,2018-01-14,2018-05-10,0,disk_131828,100.0,100.0,100.0,71.0,100.0,29.0,28.0,100.0,100.0,80.0,89.0,100.0,91.0,96.0
115.0,2018-01-15,2018-05-10,0,disk_131828,100.0,100.0,100.0,73.0,100.0,27.0,31.0,100.0,100.0,75.0,89.0,100.0,91.0,96.0
114.0,2018-01-16,2018-05-10,0,disk_131828,100.0,100.0,100.0,71.0,100.0,29.0,31.0,100.0,100.0,76.0,89.0,100.0,91.0,96.0
113.0,2018-01-17,2018-05-10,0,disk_131828,100.0,100.0,100.0,71.0,100.0,29.0,29.0,100.0,100.0,83.0,89.0,100.0,91.0,95.0
112.0,2018-01-18,2018-05-10,0,disk_131828,100.0,100.0,100.0,71.0,100.0,29.0,30.0,100.0,100.0,84.0,89.0,100.0,91.0,95.0
111.0,2018-01-19,2018-05-10,0,disk_131828,100.0,100.0,100.0,70.0,100.0,30.0,30.0,100.0,100.0,76.0,89.0,100.0,91.0,95.0
110.0,2018-01-20,2018-05-10,0,disk_131828,100.0,100.0,100.0,71.0,100.0,29.0,30.0,100.0,100.0,83.0,89.0,100.0,91.0,95.0
109.0,2018-01-21,2018-05-10,0,disk_131828,100.0,100.0,100.0,71.0,100.0,29.0,30.0,100.0,100.0,84.0,89.0,100.0,91.0,95.0
108.0,2018-01-22,2018-05-10,0,disk_131828,100.0,100.0,100.0,71.0,100.0,29.0,30.0,100.0,100.0,84.0,89.0,100.0,91.0,95.0
107.0,2018-01-23,2018-05-10,0,disk_131828,100.0,100.0,100.0,70.0,100.0,30.0,100.0,100.0,100.0,100.0,89.0,100.0,91.0,95.0
106.0,2018-01-24,2018-05-10,0,disk_131828,100.0,100.0,100.0,71.0,100.0,29.0,31.0,100.0,100.0,81.0,89.0,100.0,91.0,95.0
105.0,2018-01-25,2018-05-10,0,disk_131828,100.0,100.0,100.0,72.0,100.0,28.0,30.0,100.0,100.0,77.0,89.0,100.0,91.0,95.0
104.0,2018-01-26,2018-05-10,0,disk_131828,100.0,100.0,100.0,73.0,100.0,27.0,30.0,100.0,100.0,76.0,89.0,100.0,91.0,95.0
103.0,2018-01-27,2018-05-10,0,disk_131828,100.0,100.0,100.0,71.0,100.0,29.0,31.0,100.0,100.0,75.0,89.0,100.0,91.0,95.0
102.0,2018-01-28,2018-05-10,0,disk_131828,100.0,100.0,100.0,71.0,100.0,29.0,30.0,100.0,100.0,75.0,89.0,100.0,91.0,95.0
101.0,2018-01-29,2018-05-10,0,disk_131828,100.0,100.0,100.0,71.0,100.0,29.0,29.0,100.0,100.0,79.0,89.0,100.0,91.0,95.0
100.0,2018-01-30,2018-05-10,0,disk_131828,100.0,100.0,100.0,72.0,100.0,28.0,30.0,100.0,100.0,77.0,89.0,100.0,91.0,95.0
99.0,2018-01-31,2018-05-10,0,disk_131828,100.0,100.0,100.0,72.0,100.0,28.0,30.0,100.0,100.0,84.0,89.0,100.0,91.0,95.0
16.0,2018-01-01,2018-01-17,1,disk_131829,100.0,100.0,100.0,70.0,100.0,30.0,6.0,100.0,100.0,82.0,88.0,100.0,90.0,96.0
15.0,2018-01-02,2018-01-17,1,disk_131829,100.0,100.0,100.0,70.0,100.0,30.0,5.0,100.0,100.0,79.0,88.0,100.0,90.0,96.0
14.0,2018-01-03,2018-01-17,1,disk_131829,100.0,100.0,100.0,70.0,100.0,30.0,5.0,100.0,100.0,78.0,88.0,100.0,90.0,96.0
13.0,2018-01-04,2018-01-17,1,disk_131829,100.0,100.0,100.0,70.0,100.0,30.0,4.0,100.0,100.0,75.0,88.0,100.0,90.0,96.0
12.0,2018-01-05,2018-01-17,1,disk_131829,100.0,100.0,100.0,70.0,100.0,30.0,5.0,100.0,100.0,83.0,88.0,100.0,90.0,96.0
11.0,2018-01-06,2018-01-17,1,disk_131829,100.0,100.0,100.0,70.0,100.0,30.0,5.0,100.0,100.0,82.0,88.0,100.0,90.0,96.0
10.0,2018-01-07,2018-01-17,1,disk_131829,100.0,100.0,100.0,70.0,100.0,30.0,7.0,100.0,100.0,81.0,88.0,100.0,90.0,96.0
9.0,2018-01-08,2018-01-17,1,disk_131829,100.0,100.0,100.0,70.0,100.0,30.0,5.0,100.0,100.0,72.0,88.0,100.0,90.0,96.0
